dataset,qid,question,failure_label,rewrite_type,rewrite_query
korquad1,korquad1_dev_q_001523,용감한 형제 1집에서 2번 트랙은 일렉트로보이즈와 누가 같이 불렀나?,numeric_temporal_mismatch,structured,entity: 일렉트로보이즈 용감한 불렀나 | intent: 정답 정보 | constraint: 1집 2번 일렉트로보이즈
korquad1,korquad1_dev_q_001523,용감한 형제 1집에서 2번 트랙은 일렉트로보이즈와 누가 같이 불렀나?,numeric_temporal_mismatch,llm,일렉트로보이즈 용감한 불렀나 형제 1집 2번 트랙 누가 같이 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_001568,전현희가 졸업한 고등학교 이름은 무엇인가?,,original,전현희가 졸업한 고등학교 이름은 무엇인가?
korquad1,korquad1_dev_q_001568,전현희가 졸업한 고등학교 이름은 무엇인가?,,keyword,고등학교 전현희 졸업한 무엇인 이름
korquad1,korquad1_dev_q_001568,전현희가 졸업한 고등학교 이름은 무엇인가?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 전현희가 졸업한 고등학교 이름은 무엇인가?
korquad1,korquad1_dev_q_001568,전현희가 졸업한 고등학교 이름은 무엇인가?,,structured,entity: 고등학교 전현희 졸업한 | intent: 인물·주체 | constraint: high
korquad1,korquad1_dev_q_001568,전현희가 졸업한 고등학교 이름은 무엇인가?,,llm,고등학교 전현희 졸업한 무엇인 이름 인물·주체 근거 문서 검색
korquad1,korquad1_dev_q_001573,19대 총선에서 어느 후보에게 경선에서 밀렸는가?,numeric_temporal_mismatch,original,19대 총선에서 어느 후보에게 경선에서 밀렸는가?
korquad1,korquad1_dev_q_001573,19대 총선에서 어느 후보에게 경선에서 밀렸는가?,numeric_temporal_mismatch,keyword,19대 밀렸는 총선 후보 경선
korquad1,korquad1_dev_q_001573,19대 총선에서 어느 후보에게 경선에서 밀렸는가?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 19대 총선에서 어느 후보에게 경선에서 밀렸는가?
korquad1,korquad1_dev_q_001573,19대 총선에서 어느 후보에게 경선에서 밀렸는가?,numeric_temporal_mismatch,structured,entity: 19대 밀렸는 총선 | intent: 정답 정보 | constraint: 19대
korquad1,korquad1_dev_q_001573,19대 총선에서 어느 후보에게 경선에서 밀렸는가?,numeric_temporal_mismatch,llm,19대 밀렸는 총선 후보 경선 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_001579,군사 훈련소에서 강제 퇴소될 당시의 병명은?,,original,군사 훈련소에서 강제 퇴소될 당시의 병명은?
korquad1,korquad1_dev_q_001579,군사 훈련소에서 강제 퇴소될 당시의 병명은?,,keyword,훈련소 퇴소될 군사 강제 당시 병명
korquad1,korquad1_dev_q_001579,군사 훈련소에서 강제 퇴소될 당시의 병명은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 군사 훈련소에서 강제 퇴소될 당시의 병명은?
korquad1,korquad1_dev_q_001579,군사 훈련소에서 강제 퇴소될 당시의 병명은?,,structured,entity: 훈련소 퇴소될 군사 | intent: 정답 정보 | constraint: 병명
korquad1,korquad1_dev_q_001579,군사 훈련소에서 강제 퇴소될 당시의 병명은?,,llm,훈련소 퇴소될 군사 강제 당시 병명 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_001802,금강산 관광지구에서 피격당한 박왕자씨는 당시 몇 살이었는가?,,original,금강산 관광지구에서 피격당한 박왕자씨는 당시 몇 살이었는가?
korquad1,korquad1_dev_q_001802,금강산 관광지구에서 피격당한 박왕자씨는 당시 몇 살이었는가?,,keyword,관광지구 피격당한 박왕자씨 살이었는 금강산 당시 몇
korquad1,korquad1_dev_q_001802,금강산 관광지구에서 피격당한 박왕자씨는 당시 몇 살이었는가?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 금강산 관광지구에서 피격당한 박왕자씨는 당시 몇 살이었는가?
korquad1,korquad1_dev_q_001802,금강산 관광지구에서 피격당한 박왕자씨는 당시 몇 살이었는가?,,structured,entity: 관광지구 피격당한 박왕자씨 | intent: 숫자·시간 정보 | constraint: 몇
korquad1,korquad1_dev_q_001802,금강산 관광지구에서 피격당한 박왕자씨는 당시 몇 살이었는가?,,llm,관광지구 피격당한 박왕자씨 살이었는 금강산 당시 몇 숫자·시간 정보 근거 문서 검색
korquad1,korquad1_dev_q_001830,측근 비리로 수사를 받다가 자살하여 숨진 대통령은 누구인가?,lexical_mismatch,original,측근 비리로 수사를 받다가 자살하여 숨진 대통령은 누구인가?
korquad1,korquad1_dev_q_001830,측근 비리로 수사를 받다가 자살하여 숨진 대통령은 누구인가?,lexical_mismatch,keyword,자살하여 대통령 누구인 측근 비리 수사 받다 숨진
korquad1,korquad1_dev_q_001830,측근 비리로 수사를 받다가 자살하여 숨진 대통령은 누구인가?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 측근 비리로 수사를 받다가 자살하여 숨진 대통령은 누구인가?
korquad1,korquad1_dev_q_001830,측근 비리로 수사를 받다가 자살하여 숨진 대통령은 누구인가?,lexical_mismatch,structured,entity: 자살하여 대통령 누구인 | intent: 숫자·시간 정보 | constraint: lexical_mismatch
korquad1,korquad1_dev_q_001830,측근 비리로 수사를 받다가 자살하여 숨진 대통령은 누구인가?,lexical_mismatch,llm,자살하여 대통령 누구인 측근 비리 수사 받다 숨진 숫자·시간 정보 근거 문서 검색
korquad1,korquad1_dev_q_002259,좋은 기록은 세운 선수를 부르는 말은?,,original,좋은 기록은 세운 선수를 부르는 말은?
korquad1,korquad1_dev_q_002259,좋은 기록은 세운 선수를 부르는 말은?,,keyword,좋은 기록 세운 선수 부르 말은
korquad1,korquad1_dev_q_002259,좋은 기록은 세운 선수를 부르는 말은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 좋은 기록은 세운 선수를 부르는 말은?
korquad1,korquad1_dev_q_002259,좋은 기록은 세운 선수를 부르는 말은?,,structured,entity: 좋은 기록 세운 | intent: 숫자·시간 정보 | constraint: high
korquad1,korquad1_dev_q_002259,좋은 기록은 세운 선수를 부르는 말은?,,llm,좋은 기록 세운 선수 부르 말은 숫자·시간 정보 근거 문서 검색
korquad1,korquad1_dev_q_002518,2005년 열린우리당 경선 최종 당선자는?,numeric_temporal_mismatch,original,2005년 열린우리당 경선 최종 당선자는?
korquad1,korquad1_dev_q_002518,2005년 열린우리당 경선 최종 당선자는?,numeric_temporal_mismatch,keyword,2005년 열린우리당 당선자 경선 최종
korquad1,korquad1_dev_q_002518,2005년 열린우리당 경선 최종 당선자는?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 2005년 열린우리당 경선 최종 당선자는?
korquad1,korquad1_dev_q_002518,2005년 열린우리당 경선 최종 당선자는?,numeric_temporal_mismatch,structured,entity: 2005년 열린우리당 당선자 | intent: 정답 정보 | constraint: 2005년
korquad1,korquad1_dev_q_002518,2005년 열린우리당 경선 최종 당선자는?,numeric_temporal_mismatch,llm,2005년 열린우리당 당선자 경선 최종 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_002589,바이오쇼크 게임 내의 화폐 단위는?,,original,바이오쇼크 게임 내의 화폐 단위는?
korquad1,korquad1_dev_q_002589,바이오쇼크 게임 내의 화폐 단위는?,,keyword,바이오쇼크 게임 내의 화폐 단위
korquad1,korquad1_dev_q_002589,바이오쇼크 게임 내의 화폐 단위는?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 바이오쇼크 게임 내의 화폐 단위는?
korquad1,korquad1_dev_q_002589,바이오쇼크 게임 내의 화폐 단위는?,,structured,entity: 바이오쇼크 게임 내의 | intent: 정답 정보 | constraint: 단위
korquad1,korquad1_dev_q_002589,바이오쇼크 게임 내의 화폐 단위는?,,llm,바이오쇼크 게임 내의 화폐 단위 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_002709,선친은 누구인가?,missing_key_term,original,선친은 누구인가?
korquad1,korquad1_dev_q_002709,선친은 누구인가?,missing_key_term,keyword,누구인 선친
korquad1,korquad1_dev_q_002709,선친은 누구인가?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 선친은 누구인가?
korquad1,korquad1_dev_q_002709,선친은 누구인가?,missing_key_term,structured,entity: 누구인 선친 | intent: 인물·주체 | constraint: missing_key_term
korquad1,korquad1_dev_q_002709,선친은 누구인가?,missing_key_term,llm,누구인 선친 인물·주체 근거 문서 검색
korquad1,korquad1_dev_q_002715,김무성은 현재 어느 계파로 분류되는가?,,original,김무성은 현재 어느 계파로 분류되는가?
korquad1,korquad1_dev_q_002715,김무성은 현재 어느 계파로 분류되는가?,,keyword,분류되는 김무성 현재 계파
korquad1,korquad1_dev_q_002715,김무성은 현재 어느 계파로 분류되는가?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 김무성은 현재 어느 계파로 분류되는가?
korquad1,korquad1_dev_q_002715,김무성은 현재 어느 계파로 분류되는가?,,structured,entity: 분류되는 김무성 현재 | intent: 정답 정보 | constraint: high
korquad1,korquad1_dev_q_002715,김무성은 현재 어느 계파로 분류되는가?,,llm,분류되는 김무성 현재 계파 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_002977,경쟁자는?,missing_key_term,original,경쟁자는?
korquad1,korquad1_dev_q_002977,경쟁자는?,missing_key_term,keyword,경쟁자
korquad1,korquad1_dev_q_002977,경쟁자는?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 경쟁자는?
korquad1,korquad1_dev_q_002977,경쟁자는?,missing_key_term,structured,entity: 경쟁자 | intent: 정답 정보 | constraint: missing_key_term
korquad1,korquad1_dev_q_002977,경쟁자는?,missing_key_term,llm,경쟁자 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_002986,김영삼은 어디를 탈당하였나?,missing_key_term,original,김영삼은 어디를 탈당하였나?
korquad1,korquad1_dev_q_002986,김영삼은 어디를 탈당하였나?,missing_key_term,keyword,탈당하였나 김영삼
korquad1,korquad1_dev_q_002986,김영삼은 어디를 탈당하였나?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 김영삼은 어디를 탈당하였나?
korquad1,korquad1_dev_q_002986,김영삼은 어디를 탈당하였나?,missing_key_term,structured,entity: 탈당하였나 김영삼 | intent: 장소·기관 | constraint: missing_key_term
korquad1,korquad1_dev_q_002986,김영삼은 어디를 탈당하였나?,missing_key_term,llm,탈당하였나 김영삼 장소·기관 근거 문서 검색
korquad1,korquad1_dev_q_002987,11월 21일 진행되었던 회의는?,numeric_temporal_mismatch,original,11월 21일 진행되었던 회의는?
korquad1,korquad1_dev_q_002987,11월 21일 진행되었던 회의는?,numeric_temporal_mismatch,keyword,진행되었던 11월 21일 회의
korquad1,korquad1_dev_q_002987,11월 21일 진행되었던 회의는?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 11월 21일 진행되었던 회의는?
korquad1,korquad1_dev_q_002987,11월 21일 진행되었던 회의는?,numeric_temporal_mismatch,structured,entity: 진행되었던 11월 21일 | intent: 정답 정보 | constraint: 11월 21일
korquad1,korquad1_dev_q_002987,11월 21일 진행되었던 회의는?,numeric_temporal_mismatch,llm,진행되었던 11월 21일 회의 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_002998,김대중 후보는 누구와 연대하였나?,missing_key_term,original,김대중 후보는 누구와 연대하였나?
korquad1,korquad1_dev_q_002998,김대중 후보는 누구와 연대하였나?,missing_key_term,keyword,연대하였나 김대중 후보
korquad1,korquad1_dev_q_002998,김대중 후보는 누구와 연대하였나?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 김대중 후보는 누구와 연대하였나?
korquad1,korquad1_dev_q_002998,김대중 후보는 누구와 연대하였나?,missing_key_term,structured,entity: 연대하였나 김대중 후보 | intent: 인물·주체 | constraint: missing_key_term
korquad1,korquad1_dev_q_002998,김대중 후보는 누구와 연대하였나?,missing_key_term,llm,연대하였나 김대중 후보 인물·주체 근거 문서 검색
korquad1,korquad1_dev_q_003003,상도동계와 원만하지 못한 이유는?,missing_key_term,original,상도동계와 원만하지 못한 이유는?
korquad1,korquad1_dev_q_003003,상도동계와 원만하지 못한 이유는?,missing_key_term,keyword,상도동계 원만하지 못한 이유
korquad1,korquad1_dev_q_003003,상도동계와 원만하지 못한 이유는?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 상도동계와 원만하지 못한 이유는?
korquad1,korquad1_dev_q_003003,상도동계와 원만하지 못한 이유는?,missing_key_term,structured,entity: 상도동계 원만하지 못한 | intent: 이유·원인 | constraint: missing_key_term
korquad1,korquad1_dev_q_003003,상도동계와 원만하지 못한 이유는?,missing_key_term,llm,상도동계 원만하지 못한 이유 이유·원인 근거 문서 검색
korquad1,korquad1_dev_q_003029,어떤 후보들끼리 단일화를 행했나?,missing_key_term,original,어떤 후보들끼리 단일화를 행했나?
korquad1,korquad1_dev_q_003029,어떤 후보들끼리 단일화를 행했나?,missing_key_term,keyword,후보들끼리 단일화 행했나
korquad1,korquad1_dev_q_003029,어떤 후보들끼리 단일화를 행했나?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 어떤 후보들끼리 단일화를 행했나?
korquad1,korquad1_dev_q_003029,어떤 후보들끼리 단일화를 행했나?,missing_key_term,structured,entity: 후보들끼리 단일화 행했나 | intent: 정답 정보 | constraint: 단일화
korquad1,korquad1_dev_q_003029,어떤 후보들끼리 단일화를 행했나?,missing_key_term,llm,후보들끼리 단일화 행했나 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_003053,8월 30일 누가 불만을 제기 했나?,numeric_temporal_mismatch,original,8월 30일 누가 불만을 제기 했나?
korquad1,korquad1_dev_q_003053,8월 30일 누가 불만을 제기 했나?,numeric_temporal_mismatch,keyword,30일 8월 누가 불만 제기 했나
korquad1,korquad1_dev_q_003053,8월 30일 누가 불만을 제기 했나?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 8월 30일 누가 불만을 제기 했나?
korquad1,korquad1_dev_q_003053,8월 30일 누가 불만을 제기 했나?,numeric_temporal_mismatch,structured,entity: 30일 8월 누가 | intent: 정답 정보 | constraint: 8월 30일
korquad1,korquad1_dev_q_003053,8월 30일 누가 불만을 제기 했나?,numeric_temporal_mismatch,llm,30일 8월 누가 불만 제기 했나 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_003165,이명박 정부가 내세운 이론은?,missing_key_term,original,이명박 정부가 내세운 이론은?
korquad1,korquad1_dev_q_003165,이명박 정부가 내세운 이론은?,missing_key_term,keyword,이명박 내세운 정부 이론
korquad1,korquad1_dev_q_003165,이명박 정부가 내세운 이론은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 이명박 정부가 내세운 이론은?
korquad1,korquad1_dev_q_003165,이명박 정부가 내세운 이론은?,missing_key_term,structured,entity: 이명박 내세운 정부 | intent: 정답 정보 | constraint: 이명박
korquad1,korquad1_dev_q_003165,이명박 정부가 내세운 이론은?,missing_key_term,llm,이명박 내세운 정부 이론 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_003201,1978년 허위사실 유포죄를 폐지한 국가는?,numeric_temporal_mismatch,original,1978년 허위사실 유포죄를 폐지한 국가는?
korquad1,korquad1_dev_q_003201,1978년 허위사실 유포죄를 폐지한 국가는?,numeric_temporal_mismatch,keyword,1978년 허위사실 유포죄 폐지한 국가
korquad1,korquad1_dev_q_003201,1978년 허위사실 유포죄를 폐지한 국가는?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 1978년 허위사실 유포죄를 폐지한 국가는?
korquad1,korquad1_dev_q_003201,1978년 허위사실 유포죄를 폐지한 국가는?,numeric_temporal_mismatch,structured,entity: 1978년 허위사실 유포죄 | intent: 장소·기관 | constraint: 1978년 허위사실
korquad1,korquad1_dev_q_003201,1978년 허위사실 유포죄를 폐지한 국가는?,numeric_temporal_mismatch,llm,1978년 허위사실 유포죄 폐지한 국가 장소·기관 근거 문서 검색
korquad1,korquad1_dev_q_003300,유아인의 고향은?,missing_key_term,original,유아인의 고향은?
korquad1,korquad1_dev_q_003300,유아인의 고향은?,missing_key_term,keyword,유아인 고향
korquad1,korquad1_dev_q_003300,유아인의 고향은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 유아인의 고향은?
korquad1,korquad1_dev_q_003300,유아인의 고향은?,missing_key_term,structured,entity: 유아인 고향 | intent: 정답 정보 | constraint: missing_key_term
korquad1,korquad1_dev_q_003300,유아인의 고향은?,missing_key_term,llm,유아인 고향 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_003301,유아인이 2013년에 출연한 드라마 장옥정사랑에살다 에서 맡은 역은?,numeric_temporal_mismatch,original,유아인이 2013년에 출연한 드라마 장옥정사랑에살다 에서 맡은 역은?
korquad1,korquad1_dev_q_003301,유아인이 2013년에 출연한 드라마 장옥정사랑에살다 에서 맡은 역은?,numeric_temporal_mismatch,keyword,장옥정사랑에살다 2013년 유아인 출연한 드라마 맡은 역은
korquad1,korquad1_dev_q_003301,유아인이 2013년에 출연한 드라마 장옥정사랑에살다 에서 맡은 역은?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 유아인이 2013년에 출연한 드라마 장옥정사랑에살다 에서 맡은 역은?
korquad1,korquad1_dev_q_003301,유아인이 2013년에 출연한 드라마 장옥정사랑에살다 에서 맡은 역은?,numeric_temporal_mismatch,structured,entity: 장옥정사랑에살다 2013년 유아인 | intent: 정답 정보 | constraint: 2013년
korquad1,korquad1_dev_q_003301,유아인이 2013년에 출연한 드라마 장옥정사랑에살다 에서 맡은 역은?,numeric_temporal_mismatch,llm,장옥정사랑에살다 2013년 유아인 출연한 드라마 맡은 역은 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_003499,방탄소년단이 데뷔 3년만에 입성한 곳은?,numeric_temporal_mismatch,original,방탄소년단이 데뷔 3년만에 입성한 곳은?
korquad1,korquad1_dev_q_003499,방탄소년단이 데뷔 3년만에 입성한 곳은?,numeric_temporal_mismatch,keyword,방탄소년단 3년만 입성한 데뷔 곳은
korquad1,korquad1_dev_q_003499,방탄소년단이 데뷔 3년만에 입성한 곳은?,numeric_temporal_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 방탄소년단이 데뷔 3년만에 입성한 곳은?
korquad1,korquad1_dev_q_003499,방탄소년단이 데뷔 3년만에 입성한 곳은?,numeric_temporal_mismatch,structured,entity: 방탄소년단 3년만 입성한 | intent: 정답 정보 | constraint: 방탄소년단 3년만
korquad1,korquad1_dev_q_003499,방탄소년단이 데뷔 3년만에 입성한 곳은?,numeric_temporal_mismatch,llm,방탄소년단 3년만 입성한 데뷔 곳은 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_003550,김영대의 직업은?,missing_key_term,original,김영대의 직업은?
korquad1,korquad1_dev_q_003550,김영대의 직업은?,missing_key_term,keyword,김영대 직업
korquad1,korquad1_dev_q_003550,김영대의 직업은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 김영대의 직업은?
korquad1,korquad1_dev_q_003550,김영대의 직업은?,missing_key_term,structured,entity: 김영대 직업 | intent: 정답 정보 | constraint: missing_key_term
korquad1,korquad1_dev_q_003550,김영대의 직업은?,missing_key_term,llm,김영대 직업 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_003626,태어난 곳은 어느 지역입니까?,missing_key_term,original,태어난 곳은 어느 지역입니까?
korquad1,korquad1_dev_q_003626,태어난 곳은 어느 지역입니까?,missing_key_term,keyword,지역입니까 태어난 곳은
korquad1,korquad1_dev_q_003626,태어난 곳은 어느 지역입니까?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 태어난 곳은 어느 지역입니까?
korquad1,korquad1_dev_q_003626,태어난 곳은 어느 지역입니까?,missing_key_term,structured,entity: 지역입니까 태어난 곳은 | intent: 장소·기관 | constraint: missing_key_term
korquad1,korquad1_dev_q_003626,태어난 곳은 어느 지역입니까?,missing_key_term,llm,지역입니까 태어난 곳은 장소·기관 근거 문서 검색
korquad1,korquad1_dev_q_003627,졸업한 대학교는 어느 대학교입니까?,missing_key_term,original,졸업한 대학교는 어느 대학교입니까?
korquad1,korquad1_dev_q_003627,졸업한 대학교는 어느 대학교입니까?,missing_key_term,keyword,대학교입니까 졸업한 대학교
korquad1,korquad1_dev_q_003627,졸업한 대학교는 어느 대학교입니까?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 졸업한 대학교는 어느 대학교입니까?
korquad1,korquad1_dev_q_003627,졸업한 대학교는 어느 대학교입니까?,missing_key_term,structured,entity: 대학교입니까 졸업한 대학교 | intent: 정답 정보 | constraint: missing_key_term
korquad1,korquad1_dev_q_003627,졸업한 대학교는 어느 대학교입니까?,missing_key_term,llm,대학교입니까 졸업한 대학교 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_004184,번스타인은 노동층의 아이들에게서 정보를 얻기 위해 무엇을 하였는가?,lexical_mismatch,original,번스타인은 노동층의 아이들에게서 정보를 얻기 위해 무엇을 하였는가?
korquad1,korquad1_dev_q_004184,번스타인은 노동층의 아이들에게서 정보를 얻기 위해 무엇을 하였는가?,lexical_mismatch,keyword,아이들에게서 번스타인 노동층 하였는 정보 얻기 위해
korquad1,korquad1_dev_q_004184,번스타인은 노동층의 아이들에게서 정보를 얻기 위해 무엇을 하였는가?,lexical_mismatch,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 번스타인은 노동층의 아이들에게서 정보를 얻기 위해 무엇을 하였는가?
korquad1,korquad1_dev_q_004184,번스타인은 노동층의 아이들에게서 정보를 얻기 위해 무엇을 하였는가?,lexical_mismatch,structured,entity: 아이들에게서 번스타인 노동층 | intent: 정답 정보 | constraint: 번스타인 위해
korquad1,korquad1_dev_q_004184,번스타인은 노동층의 아이들에게서 정보를 얻기 위해 무엇을 하였는가?,lexical_mismatch,llm,아이들에게서 번스타인 노동층 하였는 정보 얻기 위해 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_004318,하현우가 되고싶어하는 직업은?,missing_key_term,original,하현우가 되고싶어하는 직업은?
korquad1,korquad1_dev_q_004318,하현우가 되고싶어하는 직업은?,missing_key_term,keyword,되고싶어 하현우 직업
korquad1,korquad1_dev_q_004318,하현우가 되고싶어하는 직업은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 하현우가 되고싶어하는 직업은?
korquad1,korquad1_dev_q_004318,하현우가 되고싶어하는 직업은?,missing_key_term,structured,entity: 되고싶어 하현우 직업 | intent: 정답 정보 | constraint: missing_key_term
korquad1,korquad1_dev_q_004318,하현우가 되고싶어하는 직업은?,missing_key_term,llm,되고싶어 하현우 직업 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_004535,새로 옹립된 히사미쓰마루를 기르던 사람은?,,original,새로 옹립된 히사미쓰마루를 기르던 사람은?
korquad1,korquad1_dev_q_004535,새로 옹립된 히사미쓰마루를 기르던 사람은?,,keyword,히사미쓰마루 옹립된 기르던 새로 사람
korquad1,korquad1_dev_q_004535,새로 옹립된 히사미쓰마루를 기르던 사람은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 새로 옹립된 히사미쓰마루를 기르던 사람은?
korquad1,korquad1_dev_q_004535,새로 옹립된 히사미쓰마루를 기르던 사람은?,,structured,entity: 히사미쓰마루 옹립된 기르던 | intent: 인물·주체 | constraint: high
korquad1,korquad1_dev_q_004535,새로 옹립된 히사미쓰마루를 기르던 사람은?,,llm,히사미쓰마루 옹립된 기르던 새로 사람 인물·주체 근거 문서 검색
korquad1,korquad1_dev_q_004807,"일본은 전쟁을 시작하며 미국, 영국에 무엇을 했나?",,original,"일본은 전쟁을 시작하며 미국, 영국에 무엇을 했나?"
korquad1,korquad1_dev_q_004807,"일본은 전쟁을 시작하며 미국, 영국에 무엇을 했나?",,keyword,시작하며 일본 전쟁 미국 영국 했나
korquad1,korquad1_dev_q_004807,"일본은 전쟁을 시작하며 미국, 영국에 무엇을 했나?",,prompt_style,"다음 질문의 답을 찾기 위한 문서를 검색한다: 일본은 전쟁을 시작하며 미국, 영국에 무엇을 했나?"
korquad1,korquad1_dev_q_004807,"일본은 전쟁을 시작하며 미국, 영국에 무엇을 했나?",,structured,entity: 시작하며 일본 전쟁 | intent: 정답 정보 | constraint: 일본
korquad1,korquad1_dev_q_004807,"일본은 전쟁을 시작하며 미국, 영국에 무엇을 했나?",,llm,시작하며 일본 전쟁 미국 영국 했나 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_004916,김영삼의 출생일은?,missing_key_term,original,김영삼의 출생일은?
korquad1,korquad1_dev_q_004916,김영삼의 출생일은?,missing_key_term,keyword,김영삼 출생일
korquad1,korquad1_dev_q_004916,김영삼의 출생일은?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 김영삼의 출생일은?
korquad1,korquad1_dev_q_004916,김영삼의 출생일은?,missing_key_term,structured,entity: 김영삼 출생일 | intent: 정답 정보 | constraint: 출생일
korquad1,korquad1_dev_q_004916,김영삼의 출생일은?,missing_key_term,llm,김영삼 출생일 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_004996,김영삼이 미국에서 귀국하게 된 계기는?,,original,김영삼이 미국에서 귀국하게 된 계기는?
korquad1,korquad1_dev_q_004996,김영삼이 미국에서 귀국하게 된 계기는?,,keyword,귀국하게 김영삼 미국 계기
korquad1,korquad1_dev_q_004996,김영삼이 미국에서 귀국하게 된 계기는?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 김영삼이 미국에서 귀국하게 된 계기는?
korquad1,korquad1_dev_q_004996,김영삼이 미국에서 귀국하게 된 계기는?,,structured,entity: 귀국하게 김영삼 미국 | intent: 이유·원인 | constraint: high
korquad1,korquad1_dev_q_004996,김영삼이 미국에서 귀국하게 된 계기는?,,llm,귀국하게 김영삼 미국 계기 이유·원인 근거 문서 검색
korquad1,korquad1_dev_q_004998,김영삼을 미국으로 초청한 주체는?,missing_key_term,original,김영삼을 미국으로 초청한 주체는?
korquad1,korquad1_dev_q_004998,김영삼을 미국으로 초청한 주체는?,missing_key_term,keyword,김영삼 초청한 미국 주체
korquad1,korquad1_dev_q_004998,김영삼을 미국으로 초청한 주체는?,missing_key_term,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 김영삼을 미국으로 초청한 주체는?
korquad1,korquad1_dev_q_004998,김영삼을 미국으로 초청한 주체는?,missing_key_term,structured,entity: 김영삼 초청한 미국 | intent: 정답 정보 | constraint: 초청한
korquad1,korquad1_dev_q_004998,김영삼을 미국으로 초청한 주체는?,missing_key_term,llm,김영삼 초청한 미국 주체 정답 정보 근거 문서 검색
korquad1,korquad1_dev_q_005072,당시 김대중과 김영삼이 속해 있던 당은?,,original,당시 김대중과 김영삼이 속해 있던 당은?
korquad1,korquad1_dev_q_005072,당시 김대중과 김영삼이 속해 있던 당은?,,keyword,김대중 김영삼 당시 속해 있던 당은
korquad1,korquad1_dev_q_005072,당시 김대중과 김영삼이 속해 있던 당은?,,prompt_style,다음 질문의 답을 찾기 위한 문서를 검색한다: 당시 김대중과 김영삼이 속해 있던 당은?
korquad1,korquad1_dev_q_005072,당시 김대중과 김영삼이 속해 있던 당은?,,structured,entity: 김대중 김영삼 당시 | intent: 정답 정보 | constraint: high
korquad1,korquad1_dev_q_005072,당시 김대중과 김영삼이 속해 있던 당은?,,llm,김대중 김영삼 당시 속해 있던 당은 정답 정보 근거 문서 검색
