dataset,qid,question_type,question,answer,gold_doc_id,gold_rank,top10_doc_ids,failed_retrievers,failure_type,failure_label,secondary_failure_label,needs_gold_check,annotation_note,annotator,annotated
klue_mrc,klue_mrc_validation_q_003871,numeric,호수가 많기로 유명한 국내 도시는?,광주,klue_mrc_validation_003407,,"[""klue_mrc_validation_002713"", ""klue_mrc_validation_000204"", ""klue_mrc_validation_003686"", ""klue_mrc_validation_001990"", ""klue_mrc_validation_002831"", ""klue_mrc_validation_003292"", ""klue_mrc_validation_002595"", ""klue_mrc_validation_000575"", ""klue_mrc_validation_000353"", ""klue_mrc_validation_000523""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_004054,other,동방신기의 소속사 대표 이름은?,이수만,klue_mrc_validation_003579,,"[""klue_mrc_validation_003512"", ""klue_mrc_validation_002820"", ""klue_mrc_validation_001824"", ""klue_mrc_validation_000563"", ""klue_mrc_validation_002852"", ""klue_mrc_validation_002507"", ""klue_mrc_validation_000690"", ""klue_mrc_validation_002201"", ""klue_mrc_validation_005071"", ""klue_mrc_validation_003931""]","[""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_004060,other,남대문 전투의 시발점이 된 사건은?,시위대 1연대 1대대장 박승환이 자살,klue_mrc_validation_003585,,"[""klue_mrc_validation_002096"", ""klue_mrc_validation_001174"", ""klue_mrc_validation_001793"", ""klue_mrc_validation_004245"", ""klue_mrc_validation_001190"", ""klue_mrc_validation_000694"", ""klue_mrc_validation_000797"", ""klue_mrc_validation_000425"", ""klue_mrc_validation_000071"", ""klue_mrc_validation_002183""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_004138,when,STEAM용 RPG게임을 팔기 시작하는 날짜는?,2020년 5월 22일,klue_mrc_validation_003661,,"[""klue_mrc_validation_004287"", ""klue_mrc_validation_002507"", ""klue_mrc_validation_004946"", ""klue_mrc_validation_004739"", ""klue_mrc_validation_004430"", ""klue_mrc_validation_004947"", ""klue_mrc_validation_002743"", ""klue_mrc_validation_004575"", ""klue_mrc_validation_002428"", ""klue_mrc_validation_000941""]","[""bm25"", ""dense"", ""hybrid""]",abbreviation,,,False,,,False
klue_mrc,klue_mrc_validation_q_004152,who,은퇴를 계획한 인물의 나이는?,24,klue_mrc_validation_003674,,"[""klue_mrc_validation_004094"", ""klue_mrc_validation_001419"", ""klue_mrc_validation_001687"", ""klue_mrc_validation_001394"", ""klue_mrc_validation_000388"", ""klue_mrc_validation_003640"", ""klue_mrc_validation_003981"", ""klue_mrc_validation_001121"", ""klue_mrc_validation_000665"", ""klue_mrc_validation_004978""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_004173,when,CJ올리브영이 창립 후 처음으로 이익이 발생한 시기는?,2008년,klue_mrc_validation_003695,,"[""klue_mrc_validation_003594"", ""klue_mrc_validation_002615"", ""klue_mrc_validation_005047"", ""klue_mrc_validation_001928"", ""klue_mrc_validation_002397"", ""klue_mrc_validation_004898"", ""klue_mrc_validation_004768"", ""klue_mrc_validation_004842"", ""klue_mrc_validation_000278"", ""klue_mrc_validation_002805""]","[""dense"", ""hybrid""]",abbreviation,,,False,,,False
klue_mrc,klue_mrc_validation_q_004189,other,작년에 가장 많이 비싸진 아파트가 위치한 구는?,서초구,klue_mrc_validation_003711,,"[""klue_mrc_validation_000942"", ""klue_mrc_validation_000472"", ""klue_mrc_validation_003303"", ""klue_mrc_validation_005157"", ""klue_mrc_validation_003749"", ""klue_mrc_validation_003496"", ""klue_mrc_validation_001582"", ""klue_mrc_validation_000231"", ""klue_mrc_validation_005099"", ""klue_mrc_validation_003116""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_004227,where,패널제조업체 A와 가장 먼저 체약을 맺은곳은 어디인가?,기업은행,klue_mrc_validation_003748,,"[""klue_mrc_validation_000052"", ""klue_mrc_validation_003082"", ""klue_mrc_validation_000279"", ""klue_mrc_validation_000278"", ""klue_mrc_validation_001828"", ""klue_mrc_validation_003369"", ""klue_mrc_validation_000564"", ""klue_mrc_validation_001331"", ""klue_mrc_validation_002283"", ""klue_mrc_validation_004866""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_004306,who,투자에 적극적인 인물의 이름은?,왕쓰충,klue_mrc_validation_003822,,"[""klue_mrc_validation_000193"", ""klue_mrc_validation_004044"", ""klue_mrc_validation_000041"", ""klue_mrc_validation_005232"", ""klue_mrc_validation_003861"", ""klue_mrc_validation_002402"", ""klue_mrc_validation_002480"", ""klue_mrc_validation_000374"", ""klue_mrc_validation_003896"", ""klue_mrc_validation_001632""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_004321,other,최근에 남편을 잃은 여자는?,도리멘 후작 부인,klue_mrc_validation_003836,,"[""klue_mrc_validation_004404"", ""klue_mrc_validation_001528"", ""klue_mrc_validation_001257"", ""klue_mrc_validation_000244"", ""klue_mrc_validation_003387"", ""klue_mrc_validation_004075"", ""klue_mrc_validation_005185"", ""klue_mrc_validation_001977"", ""klue_mrc_validation_005300"", ""klue_mrc_validation_004658""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_004332,other,도허티 CEO의 현 소속 기업과 협력 관계에 있는 업체는?,한빛미디어,klue_mrc_validation_003847,,"[""klue_mrc_validation_003050"", ""klue_mrc_validation_005164"", ""klue_mrc_validation_003649"", ""klue_mrc_validation_005140"", ""klue_mrc_validation_004160"", ""klue_mrc_validation_002540"", ""klue_mrc_validation_004963"", ""klue_mrc_validation_003816"", ""klue_mrc_validation_004103"", ""klue_mrc_validation_000277""]","[""dense"", ""hybrid""]",abbreviation,,,False,,,False
klue_mrc,klue_mrc_validation_q_004338,who,로마를 점령하는 데 성공한 사람은?,가리발디,klue_mrc_validation_003853,,"[""klue_mrc_validation_004463"", ""klue_mrc_validation_001351"", ""klue_mrc_validation_003142"", ""klue_mrc_validation_000763"", ""klue_mrc_validation_002484"", ""klue_mrc_validation_001476"", ""klue_mrc_validation_003167"", ""klue_mrc_validation_003528"", ""klue_mrc_validation_000924"", ""klue_mrc_validation_003648""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_004344,numeric,소설 나의몫이 판매될 수 있게 하는데 큰 역할을 한 사람의 이름은 무엇인가?,시린 에바디,klue_mrc_validation_003858,,"[""klue_mrc_validation_004278"", ""klue_mrc_validation_002532"", ""klue_mrc_validation_003635"", ""klue_mrc_validation_003561"", ""klue_mrc_validation_002478"", ""klue_mrc_validation_004404"", ""klue_mrc_validation_001695"", ""klue_mrc_validation_004807"", ""klue_mrc_validation_000244"", ""klue_mrc_validation_002245""]","[""bm25"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_004442,numeric,5월달에ㅐ 열리는 단색화전에 작품을 선보이는 예술가는 몇 명인가?,6명,klue_mrc_validation_003950,,"[""klue_mrc_validation_000990"", ""klue_mrc_validation_001824"", ""klue_mrc_validation_000740"", ""klue_mrc_validation_004604"", ""klue_mrc_validation_005251"", ""klue_mrc_validation_003009"", ""klue_mrc_validation_002086"", ""klue_mrc_validation_001820"", ""klue_mrc_validation_005185"", ""klue_mrc_validation_004358""]","[""bm25"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_004543,who,중소기업적합업종제도의 한시적 운영을 주장한 인물의 이름은?,이경태,klue_mrc_validation_004048,,"[""klue_mrc_validation_001897"", ""klue_mrc_validation_001151"", ""klue_mrc_validation_003988"", ""klue_mrc_validation_003285"", ""klue_mrc_validation_003868"", ""klue_mrc_validation_002470"", ""klue_mrc_validation_003422"", ""klue_mrc_validation_002274"", ""klue_mrc_validation_004172"", ""klue_mrc_validation_002076""]","[""dense"", ""hybrid""]",compound_noun,,,False,,,False
klue_mrc,klue_mrc_validation_q_004611,other,우리나라 대표팀의 올림픽에서의 최고 성적은?,동메달,klue_mrc_validation_004112,,"[""klue_mrc_validation_001708"", ""klue_mrc_validation_001636"", ""klue_mrc_validation_004860"", ""klue_mrc_validation_001234"", ""klue_mrc_validation_003916"", ""klue_mrc_validation_005040"", ""klue_mrc_validation_001953"", ""klue_mrc_validation_003668"", ""klue_mrc_validation_001349"", ""klue_mrc_validation_000466""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_004614,who,김 회장의 새로운 사업을 반대한 사람은?,업계 관계자,klue_mrc_validation_004115,,"[""klue_mrc_validation_001859"", ""klue_mrc_validation_002323"", ""klue_mrc_validation_002953"", ""klue_mrc_validation_002769"", ""klue_mrc_validation_001221"", ""klue_mrc_validation_001106"", ""klue_mrc_validation_002580"", ""klue_mrc_validation_001785"", ""klue_mrc_validation_001232"", ""klue_mrc_validation_001633""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_004779,numeric,공동대책위원회에 참여한 정치인의 수는?,10만여명,klue_mrc_validation_004270,,"[""klue_mrc_validation_002299"", ""klue_mrc_validation_001312"", ""klue_mrc_validation_003507"", ""klue_mrc_validation_004031"", ""klue_mrc_validation_001154"", ""klue_mrc_validation_003651"", ""klue_mrc_validation_001310"", ""klue_mrc_validation_005289"", ""klue_mrc_validation_002669"", ""klue_mrc_validation_002336""]","[""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_004916,where,2차산업으로 널리 알려졌던 지역명은?,문경,klue_mrc_validation_004399,,"[""klue_mrc_validation_001936"", ""klue_mrc_validation_000910"", ""klue_mrc_validation_000844"", ""klue_mrc_validation_004866"", ""klue_mrc_validation_001979"", ""klue_mrc_validation_004917"", ""klue_mrc_validation_003417"", ""klue_mrc_validation_004088"", ""klue_mrc_validation_001990"", ""klue_mrc_validation_004736""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_004988,who,정부에 의해 가장 먼저 격리조치된 사람은?,의사,klue_mrc_validation_004468,,"[""klue_mrc_validation_001788"", ""klue_mrc_validation_000647"", ""klue_mrc_validation_001241"", ""klue_mrc_validation_004962"", ""klue_mrc_validation_004028"", ""klue_mrc_validation_003796"", ""klue_mrc_validation_002810"", ""klue_mrc_validation_002415"", ""klue_mrc_validation_001074"", ""klue_mrc_validation_004782""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005046,who,내 근처 서비스를 처음 선보인 사람은?,공동대표 김용현,klue_mrc_validation_004524,,"[""klue_mrc_validation_001712"", ""klue_mrc_validation_001051"", ""klue_mrc_validation_004272"", ""klue_mrc_validation_004737"", ""klue_mrc_validation_003515"", ""klue_mrc_validation_004056"", ""klue_mrc_validation_000278"", ""klue_mrc_validation_002041"", ""klue_mrc_validation_000746"", ""klue_mrc_validation_004051""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005057,numeric,신제도 시행 학급 수 공표 날짜는?,2월14일,klue_mrc_validation_004534,,"[""klue_mrc_validation_004588"", ""klue_mrc_validation_000526"", ""klue_mrc_validation_003356"", ""klue_mrc_validation_004053"", ""klue_mrc_validation_003096"", ""klue_mrc_validation_001164"", ""klue_mrc_validation_002452"", ""klue_mrc_validation_004328"", ""klue_mrc_validation_001675"", ""klue_mrc_validation_001922""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005069,where,2가지의 공국으로 나눠지게 된 곳은 어디인가요?,브르타뉴 지역,klue_mrc_validation_004545,,"[""klue_mrc_validation_000077"", ""klue_mrc_validation_005268"", ""klue_mrc_validation_000753"", ""klue_mrc_validation_002501"", ""klue_mrc_validation_004647"", ""klue_mrc_validation_000403"", ""klue_mrc_validation_001952"", ""klue_mrc_validation_003853"", ""klue_mrc_validation_000805"", ""klue_mrc_validation_003864""]","[""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_005082,other,20년만에 폐지되는 제도는?,금융실명제,klue_mrc_validation_004558,,"[""klue_mrc_validation_001254"", ""klue_mrc_validation_004581"", ""klue_mrc_validation_004319"", ""klue_mrc_validation_001163"", ""klue_mrc_validation_001565"", ""klue_mrc_validation_001975"", ""klue_mrc_validation_003485"", ""klue_mrc_validation_000080"", ""klue_mrc_validation_004770"", ""klue_mrc_validation_001215""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_005139,numeric,법안을 재의결하기 위해 출석해야 하는 최소 의원 수는?,151명,klue_mrc_validation_004612,,"[""klue_mrc_validation_001538"", ""klue_mrc_validation_002691"", ""klue_mrc_validation_001324"", ""klue_mrc_validation_003644"", ""klue_mrc_validation_005180"", ""klue_mrc_validation_001410"", ""klue_mrc_validation_001207"", ""klue_mrc_validation_000644"", ""klue_mrc_validation_002602"", ""klue_mrc_validation_001371""]","[""bm25"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_005221,who,정부의 규제는 도가 지나치다고 말한 인물은?,김순종 공정거래조정원장,klue_mrc_validation_004691,,"[""klue_mrc_validation_005258"", ""klue_mrc_validation_003059"", ""klue_mrc_validation_005202"", ""klue_mrc_validation_002141"", ""klue_mrc_validation_004027"", ""klue_mrc_validation_003531"", ""klue_mrc_validation_000330"", ""klue_mrc_validation_000305"", ""klue_mrc_validation_002691"", ""klue_mrc_validation_000988""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005315,other,KT가 시장개척을 망설이는 나라는?,중국,klue_mrc_validation_004784,,"[""klue_mrc_validation_003513"", ""klue_mrc_validation_003725"", ""klue_mrc_validation_002698"", ""klue_mrc_validation_004624"", ""klue_mrc_validation_002289"", ""klue_mrc_validation_003773"", ""klue_mrc_validation_001515"", ""klue_mrc_validation_001933"", ""klue_mrc_validation_002852"", ""klue_mrc_validation_000400""]","[""bm25"", ""hybrid""]",abbreviation,,,False,,,False
klue_mrc,klue_mrc_validation_q_005322,other,"이주노동자를 위한 병원을 기점으로, 세계 곳곳에 의료지원이나 의료진 교육 사업을 진행하는 회사는?",라파엘인터내셔널,klue_mrc_validation_004790,,"[""klue_mrc_validation_003652"", ""klue_mrc_validation_001211"", ""klue_mrc_validation_005048"", ""klue_mrc_validation_000485"", ""klue_mrc_validation_004133"", ""klue_mrc_validation_001940"", ""klue_mrc_validation_004817"", ""klue_mrc_validation_002321"", ""klue_mrc_validation_002346"", ""klue_mrc_validation_000519""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_005351,other,총 4900명이 일하는 공장이 속한 회사는?,현대자동차,klue_mrc_validation_004819,,"[""klue_mrc_validation_002283"", ""klue_mrc_validation_004610"", ""klue_mrc_validation_001338"", ""klue_mrc_validation_003903"", ""klue_mrc_validation_000262"", ""klue_mrc_validation_000398"", ""klue_mrc_validation_001381"", ""klue_mrc_validation_003941"", ""klue_mrc_validation_003393"", ""klue_mrc_validation_001367""]","[""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_005424,what,시민주의적 성향을 보인 정기 간행물은 무엇인가?,〈새로운 자유 언론〉,klue_mrc_validation_004889,,"[""klue_mrc_validation_001856"", ""klue_mrc_validation_002640"", ""klue_mrc_validation_005288"", ""klue_mrc_validation_001284"", ""klue_mrc_validation_003374"", ""klue_mrc_validation_003851"", ""klue_mrc_validation_001592"", ""klue_mrc_validation_003705"", ""klue_mrc_validation_001151"", ""klue_mrc_validation_004851""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005455,how,앞선 기업을 따라잡는 방식은 더이상 쓸 수 없다 말한 사람의 이름은?,박종훈,klue_mrc_validation_004920,,"[""klue_mrc_validation_003072"", ""klue_mrc_validation_002595"", ""klue_mrc_validation_005224"", ""klue_mrc_validation_001331"", ""klue_mrc_validation_005165"", ""klue_mrc_validation_000278"", ""klue_mrc_validation_002487"", ""klue_mrc_validation_004882"", ""klue_mrc_validation_002799"", ""klue_mrc_validation_002464""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_005475,other,경기고등학교가 설립된 해는?,1938년,klue_mrc_validation_004940,,"[""klue_mrc_validation_002456"", ""klue_mrc_validation_000103"", ""klue_mrc_validation_001080"", ""klue_mrc_validation_000012"", ""klue_mrc_validation_002125"", ""klue_mrc_validation_001661"", ""klue_mrc_validation_002898"", ""klue_mrc_validation_003383"", ""klue_mrc_validation_001628"", ""klue_mrc_validation_000407""]","[""bm25"", ""dense"", ""hybrid""]",ellipsis,,,False,,,False
klue_mrc,klue_mrc_validation_q_005477,other,15일부터 국민연금 대상에 포함된 직업군은?,전업주부,klue_mrc_validation_004942,,"[""klue_mrc_validation_004591"", ""klue_mrc_validation_002068"", ""klue_mrc_validation_005257"", ""klue_mrc_validation_002780"", ""klue_mrc_validation_005156"", ""klue_mrc_validation_002239"", ""klue_mrc_validation_002118"", ""klue_mrc_validation_003102"", ""klue_mrc_validation_001040"", ""klue_mrc_validation_003737""]","[""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
klue_mrc,klue_mrc_validation_q_005486,numeric,주택수 기준을 없앤다고 말한 인물의 이름은?,안종범,klue_mrc_validation_004951,,"[""klue_mrc_validation_005101"", ""klue_mrc_validation_003191"", ""klue_mrc_validation_003140"", ""klue_mrc_validation_001722"", ""klue_mrc_validation_002284"", ""klue_mrc_validation_002875"", ""klue_mrc_validation_001220"", ""klue_mrc_validation_003312"", ""klue_mrc_validation_000198"", ""klue_mrc_validation_004484""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005586,when,사무실에 더 많은 복사기가 마련된 날짜는?,18일,klue_mrc_validation_005049,,"[""klue_mrc_validation_002281"", ""klue_mrc_validation_002892"", ""klue_mrc_validation_000526"", ""klue_mrc_validation_004711"", ""klue_mrc_validation_003705"", ""klue_mrc_validation_000772"", ""klue_mrc_validation_001855"", ""klue_mrc_validation_000528"", ""klue_mrc_validation_005296"", ""klue_mrc_validation_004882""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005636,what,어떤 구의 전세 가격이 서울에서 제일 높은가?,강남구,klue_mrc_validation_005099,,"[""klue_mrc_validation_000536"", ""klue_mrc_validation_000472"", ""klue_mrc_validation_002775"", ""klue_mrc_validation_002208"", ""klue_mrc_validation_003496"", ""klue_mrc_validation_005286"", ""klue_mrc_validation_002607"", ""klue_mrc_validation_000339"", ""klue_mrc_validation_000231"", ""klue_mrc_validation_003801""]","[""bm25"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005677,other,임금피크제 도입으로 노사 갈등이 예상되는 회사는?,현대자동차,klue_mrc_validation_005140,,"[""klue_mrc_validation_001363"", ""klue_mrc_validation_003425"", ""klue_mrc_validation_001334"", ""klue_mrc_validation_001338"", ""klue_mrc_validation_004122"", ""klue_mrc_validation_004234"", ""klue_mrc_validation_001265"", ""klue_mrc_validation_004216"", ""klue_mrc_validation_004595"", ""klue_mrc_validation_002530""]","[""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005752,who,무자본창업은 가망이 없다고 말한 사람은?,한상린,klue_mrc_validation_005215,,"[""klue_mrc_validation_001849"", ""klue_mrc_validation_002197"", ""klue_mrc_validation_004959"", ""klue_mrc_validation_003265"", ""klue_mrc_validation_002076"", ""klue_mrc_validation_001187"", ""klue_mrc_validation_002893"", ""klue_mrc_validation_000556"", ""klue_mrc_validation_004810"", ""klue_mrc_validation_003771""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005759,other,경제성 및 환경친화성이 가장 떨어지는 상품의 이름은?,SD300,klue_mrc_validation_005222,,"[""klue_mrc_validation_000350"", ""klue_mrc_validation_002995"", ""klue_mrc_validation_001353"", ""klue_mrc_validation_002338"", ""klue_mrc_validation_003498"", ""klue_mrc_validation_000135"", ""klue_mrc_validation_001591"", ""klue_mrc_validation_004949"", ""klue_mrc_validation_000559"", ""klue_mrc_validation_004822""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
klue_mrc,klue_mrc_validation_q_005786,other,신 회장이 기자에게 일본 롯데 경영에 관여하지 않겠다고 말한 일자는?,24일,klue_mrc_validation_005249,,"[""klue_mrc_validation_000791"", ""klue_mrc_validation_000818"", ""klue_mrc_validation_000229"", ""klue_mrc_validation_000563"", ""klue_mrc_validation_000963"", ""klue_mrc_validation_001923"", ""klue_mrc_validation_003791"", ""klue_mrc_validation_000695"", ""klue_mrc_validation_003074"", ""klue_mrc_validation_003380""]","[""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
klue_mrc,klue_mrc_validation_q_005799,numeric,재개발로 타지역으로 이주하는 사람은 몇 가구인가?,3000여가구,klue_mrc_validation_005262,,"[""klue_mrc_validation_000502"", ""klue_mrc_validation_002532"", ""klue_mrc_validation_004139"", ""klue_mrc_validation_001374"", ""klue_mrc_validation_002414"", ""klue_mrc_validation_002164"", ""klue_mrc_validation_003996"", ""klue_mrc_validation_002860"", ""klue_mrc_validation_004461"", ""klue_mrc_validation_004634""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_000001,yes_no,보잉 747 시리즈 기종을 도입으로 어느곳까지 진출하나요?,<a>뉴욕</a>,korquad2_chunk_000000045,,"[""korquad2_chunk_000100170"", ""korquad2_chunk_000057092"", ""korquad2_chunk_000148183"", ""korquad2_chunk_000346374"", ""korquad2_chunk_000311353"", ""korquad2_chunk_000439824"", ""korquad2_chunk_000473980"", ""korquad2_chunk_000022263"", ""korquad2_chunk_000006798"", ""korquad2_chunk_000447443""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_000015,why,2014년 길이 무한도전에서 하차한 원인이 된 것은 무엇인가?,음주 운전,korquad2_chunk_000001837,,"[""korquad2_chunk_000314713"", ""korquad2_chunk_000530001"", ""korquad2_chunk_000314717"", ""korquad2_chunk_000222502"", ""korquad2_chunk_000324171"", ""korquad2_chunk_000006070"", ""korquad2_chunk_000354597"", ""korquad2_chunk_000022263"", ""korquad2_chunk_000345190"", ""korquad2_chunk_000199956""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_000039,yes_no,방위산업체인 엘빗은 어느 나라 기업입니까?,이스라엘,korquad2_chunk_000004328,,"[""korquad2_chunk_000424220"", ""korquad2_chunk_000238643"", ""korquad2_chunk_000172072"", ""korquad2_chunk_000476895"", ""korquad2_chunk_000226203"", ""korquad2_chunk_000488169"", ""korquad2_chunk_000310426"", ""korquad2_chunk_000222102"", ""korquad2_chunk_000435133"", ""korquad2_chunk_000314051""]","[""bm25"", ""dense"", ""hybrid""]",unlabeled,,,False,,,False
korquad2,korquad2_q_000226,why,평화 유지군이 영구적 평화를 위한 기초를 마련할 수 있는 기회를 가질 수 있는 이유를 4가지 제시한 사람의 이름은 누구일까요?,버지니아 포르트나,korquad2_chunk_000025210,,"[""korquad2_chunk_000172518"", ""korquad2_chunk_000430062"", ""korquad2_chunk_000444001"", ""korquad2_chunk_000533771"", ""korquad2_chunk_000364131"", ""korquad2_chunk_000035360"", ""korquad2_chunk_000117683"", ""korquad2_chunk_000339680"", ""korquad2_chunk_000159322"", ""korquad2_chunk_000000149""]","[""bm25"", ""dense"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_000285,why,지대의 상승 이유는 무엇일까?,인구 증가와 기술 개선,korquad2_chunk_000030794,,"[""korquad2_chunk_000470617"", ""korquad2_chunk_000454208"", ""korquad2_chunk_000075711"", ""korquad2_chunk_000128913"", ""korquad2_chunk_000190219"", ""korquad2_chunk_000094885"", ""korquad2_chunk_000069179"", ""korquad2_chunk_000330426"", ""korquad2_chunk_000216931"", ""korquad2_chunk_000344819""]","[""bm25"", ""hybrid""]",ellipsis,,,False,,,False
korquad2,korquad2_q_000304,comparison,대부분의 작업 집단은 단독으로 작업을 수행하는 것은 불가능하기 때문에 다른 작업 집단과의 무엇을 통해 목표 달성을 이루게 될까?,상호 작용,korquad2_chunk_000032939,,"[""korquad2_chunk_000239028"", ""korquad2_chunk_000234975"", ""korquad2_chunk_000239047"", ""korquad2_chunk_000030715"", ""korquad2_chunk_000288073"", ""korquad2_chunk_000006717"", ""korquad2_chunk_000269049"", ""korquad2_chunk_000071640"", ""korquad2_chunk_000079297"", ""korquad2_chunk_000193208""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_000339,comparison,주식 거래에서 사이드카의 발동 기준은 이론가격과 현재가격 사이의 차이가 몇 퍼센트 이상일 때인가?,3,korquad2_chunk_000036364,,"[""korquad2_chunk_000514996"", ""korquad2_chunk_000396205"", ""korquad2_chunk_000245838"", ""korquad2_chunk_000094544"", ""korquad2_chunk_000332565"", ""korquad2_chunk_000172072"", ""korquad2_chunk_000150718"", ""korquad2_chunk_000194515"", ""korquad2_chunk_000019576"", ""korquad2_chunk_000336530""]","[""bm25"", ""dense"", ""hybrid""]",expression_mismatch,,,False,,,False
korquad2,korquad2_q_000361,why,1922년 11월부터 대학 설립을 위해 추진된 모금 운동이 실패한 이유들은 뭐야?,1923년의 전국적인 대홍수와 1924년의 극심한 가뭄,korquad2_chunk_000039192,,"[""korquad2_chunk_000457526"", ""korquad2_chunk_000151194"", ""korquad2_chunk_000211431"", ""korquad2_chunk_000027943"", ""korquad2_chunk_000141825"", ""korquad2_chunk_000296306"", ""korquad2_chunk_000427785"", ""korquad2_chunk_000181362"", ""korquad2_chunk_000443352"", ""korquad2_chunk_000480453""]","[""bm25"", ""hybrid""]",temporal_numeric,,,False,,,False
korquad2,korquad2_q_000375,how,파쿠르라는 단어는 어떻게 만들어졌을까?,"<p>파쿠르(Parkour)는 불어 일반명사 ‘Parcours’에서 파생되었으며 <b>길, 코스, 여정</b>이라는 뜻이다. 동양의 한자권으로 표현하자면 ‘도(道)’와 일맥상통하는 의미. 1998년, 데이비드 벨의 친구 휴버트 쿤드(Hubert kounde)는 가운데 'c'를 'k'로 대체하고 뒤에 's' 묵음을 삭제하여 Parkour라는 명칭을 데이비드 벨에게 제안했다.
</p>",korquad2_chunk_000040614,,"[""korquad2_chunk_000288519"", ""korquad2_chunk_000200364"", ""korquad2_chunk_000438806"", ""korquad2_chunk_000205089"", ""korquad2_chunk_000194111"", ""korquad2_chunk_000537893"", ""korquad2_chunk_000222502"", ""korquad2_chunk_000317951"", ""korquad2_chunk_000420490"", ""korquad2_chunk_000021920""]","[""bm25"", ""hybrid""]",ellipsis,,,False,,,False
