qid,retriever,policy_name,eval_split,state_key,selected_strategy,failure_type,original_rank,original_success,originally_failed,gold_rank,reward,policy_reward,recall@1,recall@5,recall@10,mrr,answer_f1,original_gold_rank,original_recall@10,original_mrr,original_answer_f1,original_reward,rank_improvement,recall10_improvement,mrr_improvement,answer_f1_improvement,reward_improvement,original_query_length,rewrite_query_length,keyword_overlap,semantic_similarity,bm25_initial_rank,dense_initial_rank,hybrid_initial_rank,rank_gap_bm25_dense,rank_gap_bm25_hybrid,rank_gap_dense_hybrid
6482115-41-0,bm25,oracle_best_strategy,test,unlabeled|medium|failed|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,llm,unlabeled,,False,True,1,1.9142857142857144,1.9142857142857144,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,10,1.0,1.0,1.0,1.9142857142857144,7,7,0.5714285714285714,0.5714285714285714,,1,10,,,9
6482115-41-0,dense,original_only,test,unlabeled|medium|rank_1|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,7,7,1.0,1.0,,1,10,,,9
6482115-41-0,dense,always_keyword,test,unlabeled|medium|rank_1|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,keyword,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,7,7,1.0,1.0,,1,10,,,9
6482115-41-0,dense,always_expanded,test,unlabeled|medium|rank_1|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,expanded,unlabeled,1,True,False,1,1.96,-0.040000000000000036,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.040000000000000036,7,14,1.0,1.0,,1,10,,,9
6482115-41-0,dense,always_prompt,test,unlabeled|medium|rank_1|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,prompt,unlabeled,1,True,False,1,1.98,-0.020000000000000018,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.020000000000000018,7,13,1.0,1.0,,1,10,,,9
6482115-41-0,dense,always_structured,test,unlabeled|medium|rank_1|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,structured,unlabeled,1,True,False,1,1.82,-0.17999999999999994,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.17999999999999994,7,21,1.0,1.0,,1,10,,,9
6482115-41-0,dense,always_llm,test,unlabeled|medium|rank_1|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,llm,unlabeled,1,True,False,1,1.9142857142857144,-0.08571428571428563,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.08571428571428563,7,7,0.5714285714285714,0.5714285714285714,,1,10,,,9
6482115-41-0,dense,failure_type_policy,test,unlabeled|medium|rank_1|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,7,7,1.0,1.0,,1,10,,,9
6482115-41-0,dense,reward_selected,test,unlabeled|medium|rank_1|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,7,7,1.0,1.0,,1,10,,,9
6482115-41-0,dense,oracle_best_strategy,test,unlabeled|medium|rank_1|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,original,unlabeled,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,7,7,1.0,1.0,,1,10,,,9
6482115-41-0,hybrid,original_only,test,unlabeled|medium|rank_6_10|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,original,unlabeled,10,True,False,10,1.55,0.0,0.0,0.0,1.0,0.1,1.0,10,1.0,0.1,1.0,1.55,0,0.0,0.0,0.0,0.0,7,7,1.0,1.0,,1,10,,,9
6482115-41-0,hybrid,always_keyword,test,unlabeled|medium|rank_6_10|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,keyword,unlabeled,10,True,False,10,1.55,0.0,0.0,0.0,1.0,0.1,1.0,10,1.0,0.1,1.0,1.55,0,0.0,0.0,0.0,0.0,7,7,1.0,1.0,,1,10,,,9
6482115-41-0,hybrid,always_expanded,test,unlabeled|medium|rank_6_10|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,expanded,unlabeled,10,True,False,10,1.51,-0.040000000000000036,0.0,0.0,1.0,0.1,1.0,10,1.0,0.1,1.0,1.55,0,0.0,0.0,0.0,-0.040000000000000036,7,14,1.0,1.0,,1,10,,,9
6482115-41-0,hybrid,always_prompt,test,unlabeled|medium|rank_6_10|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,prompt,unlabeled,10,True,False,4,1.605,0.05499999999999994,0.0,1.0,1.0,0.25,1.0,10,1.0,0.1,1.0,1.55,6,0.0,0.15,0.0,0.05499999999999994,7,13,1.0,1.0,,1,10,,,9
6482115-41-0,hybrid,always_structured,test,unlabeled|medium|rank_6_10|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,structured,unlabeled,10,True,False,,-0.18,-1.73,0.0,0.0,0.0,0.0,0.0,10,1.0,0.1,1.0,1.55,-1,-1.0,-0.1,-1.0,-1.73,7,21,1.0,1.0,,1,10,,,9
6482115-41-0,hybrid,always_llm,test,unlabeled|medium|rank_6_10|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,llm,unlabeled,10,True,False,1,1.9142857142857144,0.3642857142857143,1.0,1.0,1.0,1.0,1.0,10,1.0,0.1,1.0,1.55,9,0.0,0.9,0.0,0.3642857142857143,7,7,0.5714285714285714,0.5714285714285714,,1,10,,,9
6482115-41-0,hybrid,failure_type_policy,test,unlabeled|medium|rank_6_10|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,original,unlabeled,10,True,False,10,1.55,0.0,0.0,0.0,1.0,0.1,1.0,10,1.0,0.1,1.0,1.55,0,0.0,0.0,0.0,0.0,7,7,1.0,1.0,,1,10,,,9
6482115-41-0,hybrid,reward_selected,test,unlabeled|medium|rank_6_10|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,llm,unlabeled,10,True,False,1,1.9142857142857144,0.3642857142857143,1.0,1.0,1.0,1.0,1.0,10,1.0,0.1,1.0,1.55,9,0.0,0.9,0.0,0.3642857142857143,7,7,0.5714285714285714,0.5714285714285714,,1,10,,,9
6482115-41-0,hybrid,oracle_best_strategy,test,unlabeled|medium|rank_6_10|failed_count_1|failed_bm25|no_digit|no_latin|no_long_token,llm,unlabeled,10,True,False,1,1.9142857142857144,0.3642857142857143,1.0,1.0,1.0,1.0,1.0,10,1.0,0.1,1.0,1.55,9,0.0,0.9,0.0,0.3642857142857143,7,7,0.5714285714285714,0.5714285714285714,,1,10,,,9
6269760-43-0,bm25,original_only,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,original,expression_mismatch,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,,1,,,,
6269760-43-0,bm25,always_keyword,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,keyword,expression_mismatch,,False,True,,0.46,-0.03999999999999998,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.03999999999999998,10,8,0.8,0.8,,1,,,,
6269760-43-0,bm25,always_expanded,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,expanded,expression_mismatch,,False,True,,0.38,-0.12,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.12,10,18,1.0,1.0,,1,,,,
6269760-43-0,bm25,always_prompt,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,prompt,expression_mismatch,,False,True,,0.42,-0.08000000000000002,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.08000000000000002,10,16,1.0,1.0,,1,,,,
6269760-43-0,bm25,always_structured,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,structured,expression_mismatch,,False,True,,0.24,-0.26,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.26,10,25,1.0,1.0,,1,,,,
6269760-43-0,bm25,always_llm,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,llm,expression_mismatch,,False,True,,0.44,-0.06,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.06,10,8,0.7,0.7,,1,,,,
6269760-43-0,bm25,failure_type_policy,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,keyword,expression_mismatch,,False,True,,0.46,-0.03999999999999998,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,-0.03999999999999998,10,8,0.8,0.8,,1,,,,
6269760-43-0,bm25,reward_selected,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,original,expression_mismatch,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,,1,,,,
6269760-43-0,bm25,oracle_best_strategy,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,original,expression_mismatch,,False,True,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.5,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,,1,,,,
6269760-43-0,dense,original_only,train,expression_mismatch|medium|rank_1|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,original,expression_mismatch,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,,1,,,,
6269760-43-0,dense,always_keyword,train,expression_mismatch|medium|rank_1|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,keyword,expression_mismatch,1,True,False,2,1.71,-0.29000000000000004,0.0,1.0,1.0,0.5,1.0,1,1.0,1.0,1.0,2.0,-1,0.0,-0.5,0.0,-0.29000000000000004,10,8,0.8,0.8,,1,,,,
6269760-43-0,dense,always_expanded,train,expression_mismatch|medium|rank_1|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,expanded,expression_mismatch,1,True,False,1,1.88,-0.1200000000000001,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.1200000000000001,10,18,1.0,1.0,,1,,,,
6269760-43-0,dense,always_prompt,train,expression_mismatch|medium|rank_1|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,prompt,expression_mismatch,1,True,False,3,1.5866666666666667,-0.41333333333333333,0.0,1.0,1.0,0.3333333333333333,1.0,1,1.0,1.0,1.0,2.0,-2,0.0,-0.6666666666666667,0.0,-0.41333333333333333,10,16,1.0,1.0,,1,,,,
6269760-43-0,dense,always_structured,train,expression_mismatch|medium|rank_1|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,structured,expression_mismatch,1,True,False,1,1.74,-0.26,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.26,10,25,1.0,1.0,,1,,,,
6269760-43-0,dense,always_llm,train,expression_mismatch|medium|rank_1|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,llm,expression_mismatch,1,True,False,1,1.94,-0.06000000000000005,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,-0.06000000000000005,10,8,0.7,0.7,,1,,,,
6269760-43-0,dense,failure_type_policy,train,expression_mismatch|medium|rank_1|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,keyword,expression_mismatch,1,True,False,2,1.71,-0.29000000000000004,0.0,1.0,1.0,0.5,1.0,1,1.0,1.0,1.0,2.0,-1,0.0,-0.5,0.0,-0.29000000000000004,10,8,0.8,0.8,,1,,,,
6269760-43-0,dense,reward_selected,train,expression_mismatch|medium|rank_1|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,original,expression_mismatch,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,,1,,,,
6269760-43-0,dense,oracle_best_strategy,train,expression_mismatch|medium|rank_1|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,original,expression_mismatch,1,True,False,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,,1,,,,
6269760-43-0,hybrid,original_only,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,original,expression_mismatch,,False,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,,1,,,,
6269760-43-0,hybrid,always_keyword,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,keyword,expression_mismatch,,False,True,,-0.039999999999999994,-0.039999999999999994,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.039999999999999994,10,8,0.8,0.8,,1,,,,
6269760-43-0,hybrid,always_expanded,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,expanded,expression_mismatch,,False,True,,-0.12,-0.12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.12,10,18,1.0,1.0,,1,,,,
6269760-43-0,hybrid,always_prompt,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,prompt,expression_mismatch,,False,True,,-0.08,-0.08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.08,10,16,1.0,1.0,,1,,,,
6269760-43-0,hybrid,always_structured,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,structured,expression_mismatch,,False,True,9,1.2955555555555556,1.2955555555555556,0.0,0.0,1.0,0.1111111111111111,1.0,,0.0,0.0,0.0,0.0,2,1.0,0.1111111111111111,1.0,1.2955555555555556,10,25,1.0,1.0,,1,,,,
6269760-43-0,hybrid,always_llm,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,llm,expression_mismatch,,False,True,10,1.49,1.49,0.0,0.0,1.0,0.1,1.0,,0.0,0.0,0.0,0.0,1,1.0,0.1,1.0,1.49,10,8,0.7,0.7,,1,,,,
6269760-43-0,hybrid,failure_type_policy,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,keyword,expression_mismatch,,False,True,,-0.039999999999999994,-0.039999999999999994,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.039999999999999994,10,8,0.8,0.8,,1,,,,
6269760-43-0,hybrid,reward_selected,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,llm,expression_mismatch,,False,True,10,1.49,1.49,0.0,0.0,1.0,0.1,1.0,,0.0,0.0,0.0,0.0,1,1.0,0.1,1.0,1.49,10,8,0.7,0.7,,1,,,,
6269760-43-0,hybrid,oracle_best_strategy,train,expression_mismatch|medium|failed|failed_count_2|failed_bm25_hybrid|no_digit|no_latin|no_long_token,llm,expression_mismatch,,False,True,10,1.49,1.49,0.0,0.0,1.0,0.1,1.0,,0.0,0.0,0.0,0.0,1,1.0,0.1,1.0,1.49,10,8,0.7,0.7,,1,,,,
6488411-45-2,bm25,original_only,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,expression_mismatch,3,True,False,3,1.6666666666666667,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,3,,2,,1,
6488411-45-2,bm25,always_keyword,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,expression_mismatch,3,True,False,3,1.6266666666666667,-0.040000000000000036,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,-0.040000000000000036,10,8,0.8,0.8,3,,2,,1,
6488411-45-2,bm25,always_expanded,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,expression_mismatch,3,True,False,3,1.5466666666666669,-0.11999999999999988,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,-0.11999999999999988,10,18,1.0,1.0,3,,2,,1,
6488411-45-2,bm25,always_prompt,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,prompt,expression_mismatch,3,True,False,3,1.5866666666666667,-0.08000000000000007,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,-0.08000000000000007,10,16,1.0,1.0,3,,2,,1,
6488411-45-2,bm25,always_structured,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,structured,expression_mismatch,3,True,False,3,1.4066666666666667,-0.26,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,-0.26,10,25,1.0,1.0,3,,2,,1,
6488411-45-2,bm25,always_llm,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,expression_mismatch,3,True,False,7,1.4714285714285713,-0.19523809523809543,0.0,0.0,1.0,0.14285714285714285,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,-4,0.0,-0.19047619047619047,0.0,-0.19523809523809543,10,10,0.5,0.5,3,,2,,1,
6488411-45-2,bm25,failure_type_policy,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,expression_mismatch,3,True,False,3,1.6266666666666667,-0.040000000000000036,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,-0.040000000000000036,10,8,0.8,0.8,3,,2,,1,
6488411-45-2,bm25,reward_selected,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,expression_mismatch,3,True,False,3,1.6666666666666667,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,3,,2,,1,
6488411-45-2,bm25,oracle_best_strategy,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,expression_mismatch,3,True,False,3,1.6666666666666667,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,3,1.0,0.3333333333333333,1.0,1.6666666666666667,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,3,,2,,1,
6488411-45-2,dense,original_only,test,expression_mismatch|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,expression_mismatch,,False,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,3,,2,,1,
6488411-45-2,dense,always_keyword,test,expression_mismatch|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,expression_mismatch,,False,True,,-0.039999999999999994,-0.039999999999999994,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.039999999999999994,10,8,0.8,0.8,3,,2,,1,
6488411-45-2,dense,always_expanded,test,expression_mismatch|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,expression_mismatch,,False,True,,-0.12,-0.12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.12,10,18,1.0,1.0,3,,2,,1,
6488411-45-2,dense,always_prompt,test,expression_mismatch|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,prompt,expression_mismatch,,False,True,,-0.08,-0.08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.08,10,16,1.0,1.0,3,,2,,1,
6488411-45-2,dense,always_structured,test,expression_mismatch|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,structured,expression_mismatch,,False,True,,-0.26,-0.26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.26,10,25,1.0,1.0,3,,2,,1,
6488411-45-2,dense,always_llm,test,expression_mismatch|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,expression_mismatch,,False,True,,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.1,10,10,0.5,0.5,3,,2,,1,
6488411-45-2,dense,failure_type_policy,test,expression_mismatch|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,expression_mismatch,,False,True,,-0.039999999999999994,-0.039999999999999994,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.039999999999999994,10,8,0.8,0.8,3,,2,,1,
6488411-45-2,dense,reward_selected,test,expression_mismatch|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,expression_mismatch,,False,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,3,,2,,1,
6488411-45-2,dense,oracle_best_strategy,test,expression_mismatch|medium|failed|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,expression_mismatch,,False,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,3,,2,,1,
6488411-45-2,hybrid,original_only,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,expression_mismatch,2,True,False,2,1.75,0.0,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,3,,2,,1,
6488411-45-2,hybrid,always_keyword,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,expression_mismatch,2,True,False,3,1.6266666666666667,-0.1233333333333333,0.0,1.0,1.0,0.3333333333333333,1.0,2,1.0,0.5,1.0,1.75,-1,0.0,-0.16666666666666669,0.0,-0.1233333333333333,10,8,0.8,0.8,3,,2,,1,
6488411-45-2,hybrid,always_expanded,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,expression_mismatch,2,True,False,3,1.5466666666666669,-0.20333333333333314,0.0,1.0,1.0,0.3333333333333333,1.0,2,1.0,0.5,1.0,1.75,-1,0.0,-0.16666666666666669,0.0,-0.20333333333333314,10,18,1.0,1.0,3,,2,,1,
6488411-45-2,hybrid,always_prompt,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,prompt,expression_mismatch,2,True,False,2,1.67,-0.08000000000000007,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,-0.08000000000000007,10,16,1.0,1.0,3,,2,,1,
6488411-45-2,hybrid,always_structured,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,structured,expression_mismatch,2,True,False,3,1.4066666666666667,-0.34333333333333327,0.0,1.0,1.0,0.3333333333333333,1.0,2,1.0,0.5,1.0,1.75,-1,0.0,-0.16666666666666669,0.0,-0.34333333333333327,10,25,1.0,1.0,3,,2,,1,
6488411-45-2,hybrid,always_llm,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,llm,expression_mismatch,2,True,False,5,1.5,-0.25,0.0,1.0,1.0,0.2,1.0,2,1.0,0.5,1.0,1.75,-3,0.0,-0.3,0.0,-0.25,10,10,0.5,0.5,3,,2,,1,
6488411-45-2,hybrid,failure_type_policy,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,expression_mismatch,2,True,False,3,1.6266666666666667,-0.1233333333333333,0.0,1.0,1.0,0.3333333333333333,1.0,2,1.0,0.5,1.0,1.75,-1,0.0,-0.16666666666666669,0.0,-0.1233333333333333,10,8,0.8,0.8,3,,2,,1,
6488411-45-2,hybrid,reward_selected,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,expression_mismatch,2,True,False,2,1.75,0.0,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,3,,2,,1,
6488411-45-2,hybrid,oracle_best_strategy,test,expression_mismatch|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,expression_mismatch,2,True,False,2,1.75,0.0,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,0.0,10,10,1.0,1.0,3,,2,,1,
6488411-46-0,bm25,original_only,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,original,unlabeled,2,True,False,2,1.75,0.0,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,2,,1,,1,
6488411-46-0,bm25,always_keyword,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,keyword,unlabeled,2,True,False,2,1.75,0.0,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,0.0,6,6,1.0,1.0,2,,1,,1,
6488411-46-0,bm25,always_expanded,train,unlabeled|medium|rank_2_5|failed_count_1|failed_dense|no_digit|no_latin|no_long_token,expanded,unlabeled,2,True,False,2,1.75,0.0,0.0,1.0,1.0,0.5,1.0,2,1.0,0.5,1.0,1.75,0,0.0,0.0,0.0,0.0,6,12,1.0,1.0,2,,1,,1,
